[2024-09-23 10:01:04] Experiment directory created at /scratch2/ml/guojun/mvgeneration/results/09/23/languagetable_original
[2024-09-23 10:01:14] Model Parameters: 679,669,648
[2024-09-23 13:26:01] (step=0337800/epoch=0001) Train Loss: 0.0069, Gradient Norm: 0.0657, Train Steps/Sec: 1.50
[2024-09-23 13:27:08] (step=0337900/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0101, Train Steps/Sec: 1.50
[2024-09-23 13:28:14] (step=0338000/epoch=0001) Train Loss: 0.0060, Gradient Norm: 0.0097, Train Steps/Sec: 1.50
[2024-09-23 13:29:21] (step=0338100/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0082, Train Steps/Sec: 1.50
[2024-09-23 13:30:28] (step=0338200/epoch=0001) Train Loss: 0.0069, Gradient Norm: 0.0177, Train Steps/Sec: 1.50
[2024-09-23 13:31:35] (step=0338300/epoch=0001) Train Loss: 0.0055, Gradient Norm: 0.0077, Train Steps/Sec: 1.50
[2024-09-23 13:32:41] (step=0338400/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0132, Train Steps/Sec: 1.50
[2024-09-23 13:33:48] (step=0338500/epoch=0001) Train Loss: 0.0064, Gradient Norm: 0.0102, Train Steps/Sec: 1.50
[2024-09-23 13:34:55] (step=0338600/epoch=0001) Train Loss: 0.0059, Gradient Norm: 0.0075, Train Steps/Sec: 1.50
[2024-09-23 13:36:02] (step=0338700/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0125, Train Steps/Sec: 1.50
[2024-09-23 13:37:08] (step=0338800/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0130, Train Steps/Sec: 1.50
[2024-09-23 13:38:15] (step=0338900/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0039, Train Steps/Sec: 1.50
[2024-09-23 13:39:22] (step=0339000/epoch=0001) Train Loss: 0.0067, Gradient Norm: 0.0136, Train Steps/Sec: 1.50
[2024-09-23 13:40:29] (step=0339100/epoch=0001) Train Loss: 0.0045, Gradient Norm: 0.0098, Train Steps/Sec: 1.50
[2024-09-23 13:41:35] (step=0339200/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0240, Train Steps/Sec: 1.50
[2024-09-23 13:42:42] (step=0339300/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0103, Train Steps/Sec: 1.50
[2024-09-23 13:43:49] (step=0339400/epoch=0001) Train Loss: 0.0047, Gradient Norm: 0.0043, Train Steps/Sec: 1.50
[2024-09-23 13:44:56] (step=0339500/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0073, Train Steps/Sec: 1.50
[2024-09-23 13:46:02] (step=0339600/epoch=0001) Train Loss: 0.0044, Gradient Norm: 0.0092, Train Steps/Sec: 1.50
[2024-09-23 13:47:09] (step=0339700/epoch=0001) Train Loss: 0.0051, Gradient Norm: 0.0050, Train Steps/Sec: 1.50
[2024-09-23 13:48:16] (step=0339800/epoch=0001) Train Loss: 0.0058, Gradient Norm: 0.0103, Train Steps/Sec: 1.50
[2024-09-23 13:49:22] (step=0339900/epoch=0001) Train Loss: 0.0052, Gradient Norm: 0.0088, Train Steps/Sec: 1.50
[2024-09-23 13:50:29] (step=0340000/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0093, Train Steps/Sec: 1.50
[2024-09-23 13:54:37] Saved checkpoint to /scratch2/ml/guojun/mvgeneration/results/09/23/languagetable_original/checkpoints/0340000.pt
[2024-09-23 13:55:43] (step=0340100/epoch=0001) Train Loss: 0.0055, Gradient Norm: 0.0087, Train Steps/Sec: 0.32
